name	city	state	stars	review_count	main_category
Ginza Japanese & Korean Cuisine	Latham	NY	4.0	3	Japanese
Bucci	Amherst	MA	4.5	4	Hair Salons
Accountemps	La Jolla	CA	4.5	2	Professional Services
Big Red Barber Shop	Ithaca	NY	3.0	4	Barbers
FedEx Office Print & Ship Center	Pittsburgh	PA	3.0	2	Local Services
Carole Matteri, MD	Palo Alto	CA	5.0	10	Doctors
MoTav	San Luis Obispo	CA	3.0	85	Bars
Area Four	Cambridge	MA	4.0	160	Food
Il Cibreo	Manhattan	NY	3.0	18	Italian
Bertucci's	Cambridge	MA	3.0	90	Italian
Stress Out Massage Therapy & Day Spa	Ithaca	NY	4.5	2	Day Spas
The Story of Texas Cafe	Austin	TX	4.0	9	American (Traditional)
125 Lasalle Laundry And Cleaners	New York	NY	2.5	2	Local Services
Durant Shoe Repair	Berkeley	CA	3.5	20	Local Services
TCAT	Ithaca	NY	3.5	4	Hotels & Travel
Food For The Planet	Ithaca	NY	3.5	6	Vegan
Balloons & Tunes	Carrboro	NC	3.5	3	Party Supplies
Seven Sushi Bar and Lounge	Atlanta	GA	3.5	7	Sushi Bars
AT&T	Seattle	WA	2.5	18	Shopping
Hog's Back BBQ	Ithaca	NY	1.5	3	Barbeque
Annenberg Center For the Performing Arts	Philadelphia	PA	4.5	4	Arts & Entertainment
The Neurosciences Institute	San Diego	CA	4.5	4	Health and Medical
Fresno's Restaurant & Bar	Troy	NY	2.0	4	NA
TerraBurger	Austin	TX	3.5	60	Burgers
Eat Dessert First	Ithaca	NY	3.0	3	Food
Starbucks Coffee	Pittsburgh	PA	3.5	3	Food
Traditional Tattoo	San Luis Obispo	CA	3.0	8	Tattoo
Forden's	San Luis Obispo	CA	4.5	3	Kitchen & Bath
Main Street Cheese	Lafayette	IN	4.0	17	Food
Hamilton Court Apartments	Philadelphia	PA	2.0	2	Home Services
Milano Restaurant	Latham	NY	2.5	12	Italian
Verizon Wireless	Montclair	CA	3.0	7	Shopping
KSCR 1560AM	Los Angeles	CA	5.0	2	Mass Media
White Market	Ann Arbor	MI	3.0	7	Food
Clevergreen Professional Dry Cleaners	Cambridge	MA	1.0	6	Local Services
Operation Ink	Lafayette	IN	4.5	2	Tattoo
Ambassador Brattle Cab	Cambridge	MA	1.5	47	Hotels & Travel
On Cloud 9	College Park	MD	4.0	2	Women's Clothing
Bombay Coast Indian Tandoor & Curry Express	La Jolla	CA	2.5	51	Pakistani
Shiley Eye Center	La Jolla	CA	4.0	16	Optometrists
Apache Café	Atlanta	GA	3.5	47	Arts & Entertainment
Jack In The Box	Los Angeles	CA	3.0	2	Fast Food
Literatea	Los Angeles	CA	4.0	12	Food
Pizza Bellino	Pittsburgh	PA	3.5	14	Pizza
United States Post Office	Claremont	CA	3.5	10	Post Offices
Gary Alexander DDS	College Park	MD	4.5	3	Oral Surgeons
Bc Smoke Shop	Austin	TX	4.0	21	Tobacco Shops
Ginger Teriyaki	Seattle	WA	4.0	9	Japanese
Danny's Sub Shop	College Park	MD	3.5	2	Sandwiches
Angell Street Dental Associates	Providence	RI	2.5	8	Health and Medical
Town Hall Liquors	College Park	MD	3.5	8	Food
Pet Market	New York	NY	4.0	9	Pets
Performance Network Theatre	Ann Arbor	MI	4.0	4	Arts & Entertainment
Petcare Express	Houston	TX	4.5	21	Pet Groomers
3-16 Entertainment DJ Services	Stanford	CA	5.0	3	DJs
Ted Nghiem Photography	Princeton	NJ	3.0	2	Photographers
New Style Pizza	Philadelphia	PA	3.5	13	Pizza
Au Bon Pain	Philadelphia	PA	3.0	9	Food
Andreas Restaurant	Providence	RI	3.5	87	Greek
Harvard Student Resources	Cambridge	MA	3.5	3	Employment Agencies
Joshua A Fogelman	Austin	TX	5.0	2	Professional Services
Ahmo's Gyros & Deli	Ann Arbor	MI	3.0	16	Delis
Wicked Zone	Berkeley	CA	3.5	17	Women's Clothing
Dunvipe Computers	Carrboro	NC	5.0	2	Local Services
Ayaka	Ann Arbor	MI	3.5	32	Sushi Bars
Quality Inn	Takoma Park	MD	1.5	3	Hotels & Travel
Spoon	Atlanta	GA	3.5	154	Thai
Orange County Social Club	Carrboro	NC	4.0	27	Bars
Martin's Auto	Belchertown	MA	3.0	2	Auto Repair
Sweet Acorn	Los Angeles	CA	5.0	5	Food
Le Nails	Ithaca	NY	3.0	3	Nail Salons
Amy Keller Mft	Pasadena	CA	5.0	2	Counseling & Mental Health
Matsuri	Pasadena	CA	3.5	344	Sushi Bars
V & T Pizzeria & Restaurant	New York	NY	3.5	100	Italian
Watroba's Liquors	Amherst	MA	4.0	2	NA
Arbor Brewing Company	Ann Arbor	MI	3.5	175	Bars
Fantasy Nail	Takoma Park	MD	3.5	6	Nail Salons
Pasadena Guitars	Pasadena	CA	5.0	16	Musical Instruments & Teachers
Cherry Street	Austin	TX	4.0	22	Italian
ifitnessjunkie-  Delivering in-home fitness training	Pasadena	CA	4.5	2	Active Life
Mitch's Place	Ann Arbor	MI	2.5	7	Nightlife
Pizza Hut	Pittsburgh	PA	4.0	2	Pizza
Spencer Eta Burger	Philadelphia	PA	3.5	5	Burgers
The Melting Pot	Ann Arbor	MI	3.0	32	Fondue
Pacific Ring	Pittsburgh	PA	3.0	13	Sushi Bars
University Copy Service	Berkeley	CA	4.5	5	Local Services
Starbucks	Houston	TX	3.5	15	Food
WQED Pittsburgh	Pittsburgh	PA	4.5	3	Mass Media
A2 Hosting	Ann Arbor	MI	4.5	3	Professional Services
Dick's Sporting Goods	Latham	NY	3.5	3	Sporting Goods
Houston Museum of Natural Science	Houston	TX	3.5	115	Museums
Carolyn's Gourmet Cafe	Atlanta	GA	3.5	30	Pizza
Starbucks	Cambridge	MA	4.0	9	Food
Vintage 1255	San Luis Obispo	CA	4.5	2	Food
UCLA Faculty Center	Los Angeles	CA	3.5	13	Event Planning & Services
Pilates Shop Yoga Garage	New York	NY	5.0	2	Pilates
Metro Nails	Providence	RI	4.5	38	Nail Salons
Graphic LA	Los Angeles	CA	5.0	4	Web Design
D & R B-B-Q & Catering	Lafayette	IN	4.5	8	Restaurants
Paradise Bar	Cambridge	MA	3.0	59	Dive Bars
Anchor No 5 Boutique	Troy	NY	4.5	5	Women's Clothing
Beauty and Main	Cambridge	MA	3.5	16	Shopping
Winter Beer Carnival	Atlanta	GA	3.5	12	Festivals
Matthew Taylor's	San Luis Obispo	CA	4.5	2	Shopping
40 Acres Group	Austin	TX	3.0	2	Property Management
SEE Eyewear	Ann Arbor	MI	4.5	14	Shopping
Caffé Driade	Chapel Hill	NC	4.0	96	Coffee & Tea
Shalimar Of India Restaurant	Cambridge	MA	3.0	90	Vegetarian
Beltway Plaza Shopping Center	Greenbelt	MD	2.5	3	Shopping Centers
Ralph's Grocery	Los Angeles	CA	3.0	58	Food
Lamont Library	Cambridge	MA	4.0	2	Colleges & Universities
Dr Amanda Parreira	San Luis Obispo	CA	5.0	3	Optometrists
Kaliente Mexican Grille	Princeton	NJ	3.0	26	Mexican
Giggle	Pasadena	CA	3.5	24	Shopping
The Lot Marketplace	Los Angeles	CA	2.0	9	Fast Food
Franklin Street Market	Chapel Hill	NC	3.0	2	Food
Nara Sushi Restaurant	Kitchener	ON	4.0	4	Sushi Bars
The Library	Chapel Hill	NC	3.0	13	Bars
Midtown Medical Associates	Atlanta	GA	4.5	13	Dermatologists
Submarina	Los Angeles	CA	3.5	3	Sandwiches
HAM-TMC Library	Houston	TX	2.5	2	Libraries
Shine Lounge	Cambridge	MA	2.0	20	Bars
Pip Squeak & Wilfred	Princeton	NJ	4.5	3	Shopping
Susan Polk Insurance Agency Inc	San Luis Obispo	CA	4.5	7	Financial Services
Best of Bento	Seattle	WA	3.0	63	Sushi Bars
Sarku Japan	Champaign	IL	2.5	8	Fast Food
El Migueleno Restaurant	Los Angeles	CA	4.0	13	Latin American
Rubio's Fresh Mexican Grill	La Jolla	CA	3.5	26	Mexican
Spacemax Storage	Atlanta	GA	5.0	4	Local Services
University of Pennsylvania School of Dental Medicine	Philadelphia	PA	4.0	3	Colleges & Universities
San Luis Obispo County Library	San Luis Obispo	CA	3.0	2	Libraries
Waters Celeste B MD	San Luis Obispo	CA	3.0	2	Doctors
Bruegger's Bagel Bakery	Amherst	MA	3.5	2	NA
Village Flowery	Houston	TX	3.5	3	Flowers & Gifts
Sofia's Praises	Hadley	MA	5.0	9	Polish
Rangzen Tibetan Place	Cambridge	MA	4.0	204	Himalayan/Nepalese
Roma's Pizza	Blacksburg	VA	4.5	8	Pizza
Jocks N Jills Sports Bar Inc	Atlanta	GA	2.0	5	Bars
Sip	New York	NY	3.0	112	Coffee & Tea
Red Square BBQ	Seattle	WA	4.0	4	Food
Charlie's Austin	Austin	TX	4.0	22	Bars
Logan's Roadhouse Restaurant	Lafayette	IN	3.0	14	Steakhouses
Meredith W Morgan University Eye Center	Berkeley	CA	3.5	58	Optometrists
Earwax Records	Atlanta	GA	4.5	3	Music & DVDs
Chen's Oriental Cuisine	Waterloo	ON	4.0	5	Taiwanese
American Apparel	Claremont	CA	2.5	7	Women's Clothing
Z-Bar	Providence	RI	3.5	38	Bars
La Valentina Mexican Grill	Los Angeles	CA	4.0	13	Mexican
New Kaya Salon	Plainsboro	NJ	4.0	5	Hair Salons
Ambit Press / Minuteman Press of Cambridge	Cambridge	MA	5.0	2	Local Services
Thanh Vi	Seattle	WA	4.0	204	Breakfast & Brunch
Papa John's Pizza	Houston	TX	4.0	7	Pizza
Tomu Sushi	Waterloo	ON	4.0	6	Korean
Claremont Golf Course	Claremont	CA	2.5	16	Active Life
Darque Tan	Austin	TX	4.0	2	Tanning
Wentworth and Sloan Jewelers	Chapel Hill	NC	2.0	2	Shopping
Giant Food and Drug	Hyattsville	MD	2.5	8	Shopping
Nara Japanese Restaurant	Philadelphia	PA	2.0	21	Japanese
Elbow Room	Pittsburgh	PA	3.0	56	American (New)
Zoolegers	Lafayette	IN	4.0	2	Bars
MIT Trucks	Cambridge	MA	3.0	27	Food Stands
CC's	Ithaca	NY	3.0	4	Specialty Food
The Standard	Chapel Hill	NC	4.5	15	Pizza
The Scholars Workstation	Berkeley	CA	3.0	5	Electronics
Sushi Niichi	Austin	TX	3.5	136	Sushi Bars
FedEx Office Print & Ship Center	Pasadena	CA	2.5	42	Local Services
Claassen Gallery	San Luis Obispo	CA	5.0	16	Arts & Entertainment
Nike+ The Human Race 10K	Los Angeles	CA	3.5	21	Active Life
Wegmans	Ithaca	NY	4.5	89	Food
Vin Santo Tapas and Wine Bar	Latham	NY	3.5	9	Nightlife
City Gyro	Providence	RI	5.0	3	Food
UCLA School of Dentistry	Los Angeles	CA	1.5	11	Colleges & Universities
La Posada	New York	NY	3.5	13	Latin American
The Drain Surgeon	Los Angeles	CA	3.0	5	Plumbing
Troy Savings Bank Music Hall Corp	Troy	NY	3.5	6	Arts & Entertainment
Bagel Barn	Princeton	NJ	4.0	23	Food
Wings Over Ithaca	Ithaca	NY	4.0	33	Chicken Wings
La Jolla Optique	La Jolla	CA	2.5	15	Optometrists
Ye's Sushi	Kitchener	ON	3.0	23	Sushi Bars
Redbones Rib Shack	Cambridge	MA	3.0	2	Barbeque
Death Valley's Little Brother	Waterloo	ON	5.0	3	Food
Cafe Soleil	Philadelphia	PA	5.0	5	Food
WKDU Philadelphia 91.7 FM	Philadelphia	PA	4.5	4	Mass Media
Fresh Fruit Salad Cart	Philadelphia	PA	4.5	12	Food
University of Pittsburgh	Pittsburgh	PA	4.5	5	Colleges & Universities
Student Recreation Center	Chapel Hill	NC	4.0	3	Active Life
Clover Food Lab	Cambridge	MA	4.0	155	Fast Food
Redefined Home Boutique	Atlanta	GA	5.0	2	Shopping
Zumba Fitness with Twice Balanced	Seattle	WA	4.5	9	Active Life
Center For Dental Health	San Diego	CA	4.5	5	Dentists
C.O. Daniel's	Champaign	IL	2.0	5	Bars
McDonald's	Ithaca	NY	4.5	2	Fast Food
STA Student Travel	Berkeley	CA	3.5	6	Hotels & Travel
Subway	College Park	MD	4.0	2	Sandwiches
Hemenway Gymnasium	Cambridge	MA	2.5	7	Active Life
Just Passports	Austin	TX	5.0	3	Hotels & Travel
Baskin Robbins	Cambridge	MA	4.0	2	Food
MBTA Bus Route 70A	Cambridge	MA	1.5	3	Departments of Motor Vehicles
Bilemjian Vasken H DMD	Pasadena	CA	4.5	9	Health and Medical
Big House Tanning	Ann Arbor	MI	4.5	3	Tanning
Bare Escentuals	Palo Alto	CA	4.0	12	Shopping
University Podiatry Group	Los Angeles	CA	3.0	3	Doctors
Revolution Books	Cambridge	MA	1.5	3	Books, Mags, Music and Video
Golden Krust	New York	NY	3.5	4	Caribbean
Town Center Market	Riverdale	MD	5.0	3	Shopping
Lotuspad Yoga Mats	Cambridge	MA	4.5	10	Active Life
Jaluka Natural Bistro	Chapel Hill	NC	3.5	5	Food
Hennis Hair Shop	West Lafayette	IN	3.5	7	Barbers
Indian Flavors Express	Berkeley	CA	3.5	101	Indian
Thano's Lamplighter	Ann Arbor	MI	4.0	4	Pizza
Green Acre	San Diego	CA	4.0	4	Cafes
Three Treasures Acupuncture	Carrboro	NC	5.0	2	Acupuncture
Ama's	Providence	RI	4.0	35	Nightlife
Maoz Vegetarian	Berkeley	CA	4.0	229	Vegetarian
Cajun Connection	Lafayette	IN	4.0	2	Restaurants
Goodfellows	Chapel Hill	NC	4.0	26	Dive Bars
Falafel On Broadway	Manhattan	NY	4.0	32	Fast Food
Triangle Yoga	Chapel Hill	NC	4.5	6	Active Life
Arnet's	Troy	NY	3.5	3	American (New)
Alternatives Federal Credit Union	Ithaca	NY	4.0	4	Mortgage Brokers
Sniffles and Friends Dog Walkers	Philadelphia	PA	3.5	6	Pet Services
Kentucky Fried Chicken	Los Angeles	CA	2.0	5	Fast Food
Chewy's Food Truck	Philadelphia	PA	4.0	27	American (New)
Chapin Guatemalan & Mexican Restaurant	Princeton	NJ	3.5	7	Mexican
Young Chef's Academy	Claremont	CA	3.5	6	Specialty Schools
Schlisserman Stuart M D	Palo Alto	CA	5.0	2	Doctors
Dunkin Donuts	Amherst	MA	2.5	4	NA
Los Amigos	Champaign	IL	4.0	9	Mexican
Scorekeepers Bar and Grille	Ann Arbor	MI	2.0	27	Bars
The Quonset Hut	Austin	TX	4.0	7	Sporting Goods
Humphreys La Jolla Grill	La Jolla	CA	4.0	32	American (New)
Mee Sum Pastry	Seattle	WA	3.0	103	Food
Pepe's Mexican Restaurants	Lafayette	IN	3.5	12	Mexican
Carlisle's Salon & Suites	Houston	TX	3.0	6	Pet Services
China Dragon	West Lafayette	IN	2.0	4	Chinese
Smoothie King	Champaign	IL	2.5	3	Food
The Downtowner Restaurant	Lafayette	IN	4.0	9	Breakfast & Brunch
Uptown Nature	Carrboro	NC	4.5	2	Shopping
Nefeli Caffe	Berkeley	CA	4.0	130	Food
Walgreens	Chapel Hill	NC	3.0	4	Shopping
Tang's	Philadelphia	PA	4.0	8	Food Stands
Stanford Taxi Service	Stanford	CA	1.0	2	Hotels & Travel
Veiseh Shawn, MD	Los Angeles	CA	2.5	3	Doctors
Pasha	Houston	TX	4.0	58	Turkish
Rasputin Music	Berkeley	CA	4.0	149	Music & DVDs
Strikes Bowling Lounge	Philadelphia	PA	3.5	14	Active Life
Open Eye Café	Carrboro	NC	3.5	78	Coffee & Tea
Chicken Kitchen	Houston	TX	3.5	41	Soul Food
Illini Union	Urbana	IL	4.5	7	Arts & Entertainment
English Cellar Alehouse	Providence	RI	3.0	59	Pubs
Uniwear Uniforms	Los Angeles	CA	1.0	2	Fashion
Hawthorn Suites Ltd	Champaign	IL	3.5	11	Hotels & Travel
Bistro Ten 18	New York City	NY	3.5	90	American (New)
Tropical Smoothie Cafe	Ann Arbor	MI	5.0	2	Food
Common Cup Coffee	Ann Arbor	MI	4.0	2	NA
Skylight Gardens	Los Angeles	CA	3.5	56	Italian
Pre	Lafayette	IN	4.0	8	Bars
Microsoft New England Research and Development Center	Cambridge	MA	5.0	11	Event Planning & Services
Ruby's Barbeque & Catering	Austin	TX	4.0	236	Barbeque
Fleming Park	Houston	TX	4.0	3	Active Life
Yofrutt	Chapel Hill	NC	3.5	12	Food
Old Student Center	La Jolla	CA	5.0	2	NA
Cvs	Princeton	NJ	2.5	8	Shopping
Rasa Spa	Ithaca	NY	4.0	7	Skin Care
Taco Bell	Urbana	IL	2.0	7	Restaurants
Saiko Bakery	Seattle	WA	4.5	7	Bakeries
Cambridge Trust Company	Cambridge	MA	2.0	3	Banks & Credit Unions
Rice Garden	Urbana	IL	1.5	3	Chinese
Li'l Porgy's Bar-B-Que	Urbana	IL	4.0	35	Barbeque
Filthy Dripped	Berkeley	CA	4.0	8	Fashion
U S Tailors	Houston	TX	4.0	15	Local Services
M & G Diner	New York	NY	4.5	8	Restaurants
Ross Dress For Less	Los Angeles	CA	1.5	6	Kitchen & Bath
Cook-Out Restaurant	Blacksburg	VA	4.0	8	Burgers
El Rey Tacos	Los Angeles	CA	3.0	10	Mexican
The Pita Pit	Chapel Hill	NC	3.5	9	Fast Food
Flan Y Ajo	Providence	RI	4.5	57	Tapas Bars
Ho Christopher MD	Los Angeles	CA	4.0	2	Dermatologists
Shalimar	Seattle	WA	3.5	104	Pakistani
Wilf's Restaurant and Pub	Waterloo	ON	4.0	2	Pubs
Four Sons' Quality Cleaners	Austin	TX	4.5	2	Local Services
Nichi's Restaurant	Wynantskill	NY	4.0	9	Italian
UCLA Arthur Ashe Student Health and Wellness Center	Los Angeles	CA	3.5	15	Active Life
Napoli Pizza & Subs	Watervliet	NY	4.0	6	Pizza
H2O Salon	Urbana	IL	4.0	24	Hair Salons
Rice Cinema	Houston	TX	3.5	2	Arts & Entertainment
The Blue Nile	Berkeley	CA	4.0	30	Ethiopian
Mamma Concetta	Christiansburg	VA	2.5	2	Italian
Supercuts	La Jolla	CA	3.0	29	Hair Salons
Ebits PC Laptop	Seattle	WA	3.0	10	Local Services
College Park Liquors	College Park	MD	2.0	2	Food
Five Guys Burger and Fries	Blacksburg	VA	4.0	8	American (New)
Runners Cleaners	Pittsburgh	PA	3.5	2	Local Services
Prana Power Yoga	Cambridge	MA	4.0	93	Active Life
Washington Mutual	Seattle	WA	2.5	3	Banks & Credit Unions
Stella's Cafe	Ithaca	NY	4.0	26	Food
Jewels On Lake	Pasadena	CA	5.0	6	Shopping
The Greek House	Troy	NY	4.0	24	Specialty Food
Panda Express	La Jolla	CA	2.5	31	Fast Food
Melrose Florist	Seattle	WA	4.5	10	Wedding Planning
Pinkberry	Palo Alto	CA	4.0	226	Food
The Cookie Jar	Champaign	IL	4.5	7	Food
1920 Commons	Philadelphia	PA	2.5	3	American (Traditional)
Kaplan	Pasadena	CA	3.0	6	Education
St Vincent De Paul Thrift	Ann Arbor	MI	3.5	6	Used, Vintage & Consignment
Yats	West Lafayette	IN	4.0	6	Cajun/Creole
William T Pritchard Inc	Ithaca	NY	3.5	3	Automotive
Four Seasons Dry Cleaners	Pittsburgh	PA	2.5	11	Local Services
42 Degrees	Ann Arbor	MI	4.5	3	Tobacco Shops
Real Ryder Revolution	Ann Arbor	MI	4.5	3	Active Life
Dogwood Restaurant	Atlanta	GA	4.0	94	Southern
Soup'er Sushi	Philadelphia	PA	5.0	2	Soup
Everett Cafe	New York	NY	3.0	5	Food
Robert Krohn Shoes	Palo Alto	CA	2.5	8	Fashion
Corners Deli	Ithaca	NY	4.5	2	Delis
CeX Berkeley	Berkeley	CA	3.0	18	Electronics
Blanton Museum Shop	Austin	TX	4.5	4	Arts & Crafts
Wok Express	Houston	TX	3.0	3	Chinese
Laura Jane Studios	Los Angeles	CA	5.0	3	Photographers
Bella Mia Boutique	Champaign	IL	4.5	7	Women's Clothing
Caffe Carrello	Palo Alto	CA	5.0	7	Food
Lincoln Street Diner	Ithaca	NY	4.5	26	Diners
Popeyes	Greenbelt	MD	2.5	4	Fast Food
Coffee & Comics	Seattle	WA	5.0	3	Food
Bill's Footwear	Berkeley	CA	4.5	19	Men's Clothing
Baskin Robbins	Los Angeles	CA	3.0	7	Food
Cafe 44	Princeton Township	NJ	4.5	15	Food
Sweetwaters Coffee & Tea	Ann Arbor	MI	3.5	19	Food
Speedway Foodmart	Austin	TX	4.0	2	Food
Segway of Boston	Cambridge	MA	3.5	3	Hotels & Travel
Graustark Laundry	Houston	TX	4.0	25	Local Services
Kiku Tempura House	Seattle	WA	3.5	82	Korean
Adler's Hardware & Design Store	Providence	RI	3.0	8	Hardware Stores
Snip-its Hair Cuts For Kids	Princeton	NJ	1.0	2	Hair Salons
Coast Urology Medical Group	La Jolla	CA	3.5	3	Doctors
Jax Liquidation Outlets	Cambridge	MA	4.0	7	Discount Store
En Paris	Atlanta	GA	2.5	3	Shopping
Dmitryi Sivtsov MD	San Diego	CA	5.0	2	Counseling & Mental Health
Windsor Hills Apartments	Blacksburg	VA	4.5	2	Home Services
Sushi Fuku	Pittsburgh	PA	4.0	10	Sushi Bars
CM School Supply #1	Upland	CA	3.0	8	Shopping
Walter's Auto Imports Repair Inc	Lafayette	IN	4.5	3	Auto Repair
Gap	Pittsburgh	PA	3.0	5	Women's Clothing
Starbucks	Stanford	CA	3.5	3	Food
EmpowerFIT Boot Camp	Palo Alto	CA	4.5	3	Active Life
Carnegie Mellon University Bookstore	Pittsburgh	PA	3.5	3	Books, Mags, Music and Video
Pilates Studio M	Claremont	CA	4.5	3	Active Life
Mountjoy's Autoshop & Auto Parts	Hyattsville	MD	4.5	2	Auto Repair
Bootlegger's On Broadway	Troy	NY	3.5	18	Pubs
In Your Ear Records	Cambridge	MA	3.5	20	Music & DVDs
chili's	Princeton	NJ	2.5	2	Fast Food
Urban Renewal Salon & Metro Grooming Apothecary	Claremont	CA	2.5	14	Hair Salons
East Side Veterinary Clinic	Providence	RI	4.5	6	Veterinarians
Carnegie Cat Clinic	Princeton	NJ	4.0	4	Veterinarians
Relax the Back Store	Pasadena	CA	2.5	7	Shopping
Alyson Jon Interiors	Houston	TX	3.5	3	Shopping
Starcrest Cleaners	Champaign	IL	2.5	9	Local Services
Princeton Premier Dental	Princeton	NJ	5.0	2	Dentists
Mean Green Training Boot Camp	Houston	TX	5.0	6	Active Life
Askins Howard MD	Pasadena	CA	1.0	4	Doctors
Garfield Arms Apts	San Luis Obispo	CA	4.0	2	Property Management
Booster Juice	Princeton	NJ	4.0	4	Food
Joe's Sub Shop	Ann Arbor	MI	3.5	2	Event Planning & Services
Ticket Stop	Houston	TX	2.0	2	NA
Griffith John DPM Palo Alto Foundation	Palo Alto	CA	3.5	5	Doctors
Produce Cart	Philadelphia	PA	3.0	3	Food
J Company Youth Theatre	La Jolla	CA	5.0	4	Arts & Entertainment
Waterford Beverage	Waterford	NY	4.0	2	Food
Subway	Princeton	NJ	3.0	2	NA
Metro North	Princeton	NJ	3.0	26	American (Traditional)
Day 7 Photography	Austin	TX	5.0	3	Photographers
Pep Boys	Houston	TX	5.0	2	Auto Repair
Mr Subb	Troy	NY	3.5	4	Sandwiches
Johnny Fresco	Waterloo	ON	3.5	4	Burgers
The Good Earth	Los Angeles	CA	3.0	36	Vegetarian
Boca Burger	Claremont	CA	4.0	9	Burgers
Residence Inn	Cambridge	MA	4.0	9	Hotels & Travel
College Pizza/College Cafe	Philadelphia	PA	3.0	6	Pizza
Kalluri Corner	Princeton	NJ	3.5	25	Indian
Technicuts	Cambridge	MA	2.5	5	Hair Salons
Texadelphia	Austin	TX	3.5	65	Cheesesteaks
Los Angeles Memorial Coliseum	Los Angeles	CA	3.5	148	Stadiums & Arenas
Chuck's Spring Street Cafe	Princeton	NJ	4.0	72	Burgers
K. Dee's Coffee	Lafayette	IN	4.5	29	Food
Nezhat Camran, MD	Palo Alto	CA	5.0	8	Doctors
Filly's Gentlemen's Club	Lafayette	IN	3.0	3	Adult Entertainment
Chipotle Mexican Grill	San Luis Obispo	CA	3.5	38	Mexican
Alite Laser Hair Removal & Waxing	Austin	TX	5.0	17	Skin Care
Starbucks Coffee	San Luis Obispo	CA	3.5	6	NA
Beleza	Atlanta	GA	3.5	51	Bars
Pisticci	New York	NY	4.0	248	Italian
Sakura Xpress	Chapel Hill	NC	3.5	23	Fast Food
Harmony Dental Group	La Jolla	CA	3.5	11	Dentists
Chapel Hill Dermatology PA	Chapel Hill	NC	4.0	4	Dermatologists
Einstein Bagels	College Park	MD	1.5	2	NA
Izzy's Restaurant & Sub Shop	Cambridge	MA	4.0	63	American (Traditional)
Stanford Hospital and Clinics Market Square Cafeteria	Palo Alto	CA	3.5	17	Restaurants
Penang	Chapel Hill	NC	2.5	43	Thai
Surplus Sids	Carrboro	NC	4.5	12	Thrift Stores
Rattner Steven L, DDS	College Park	MD	2.5	2	Health and Medical
Evil Wiener	Austin	TX	4.0	16	Fast Food
HubBub Coffee	Philadelphia	PA	4.0	12	Food
Bacchus Market & Catering	Philadelphia	PA	4.0	20	Event Planning & Services
Marlow Interiors	San Luis Obispo	CA	2.5	2	Interior Design
Vacord Screenprinting	Philadelphia	PA	5.0	4	Local Services
Longabach Jay O DVM Cuesta Park Animal Hospital	San Luis Obispo	CA	4.5	11	Pet Services
The Baak Gallery	Cambridge	MA	3.5	17	Arts & Entertainment
Social Butterfly Collection	Houston	TX	1.0	2	Women's Clothing
Any Occasion	Austin	TX	5.0	2	Cards & Stationery
MARC - UCLA Mindful Awareness Research Center	Los Angeles	CA	5.0	3	Health and Medical
Wrap Me Silly	Los Angeles	CA	2.0	7	Food Stands
Piccadilly Beverage Shops	Champaign	IL	4.5	3	Food
Anfang Chiropractic Professional Corp	Berkeley	CA	5.0	3	Health and Medical
Claremont Yoga	Claremont	CA	4.0	4	Active Life
Shortcake Bakery	Hyattsville	MD	4.5	13	Food
Moonstruck Chocolate Cafe	Champaign	IL	3.0	11	Specialty Food
Academy Barber Shop	Pasadena	CA	4.5	19	Barbers
Lush	Cambridge	MA	4.0	90	Shopping
Cambridge Cleaners	Cambridge	MA	2.5	18	Local Services
La Jolla Cosmetic Surgery Centre	La Jolla	CA	4.0	20	Doctors
AMF College Park Lanes	College Park	MD	3.0	6	Active Life
El Metate	Pasadena	CA	4.0	98	Mexican
Alice Pratt Brown Hall	Houston	TX	4.5	2	Colleges & Universities
Lincoln Lodge	Urbana	IL	2.5	2	Hotels & Travel
Cleo T Williams, MD	Pasadena	CA	2.0	4	Doctors
Hickory Ridge Golf Club	Amherst	MA	4.0	2	Active Life
Venable Rotisserie Bistro	Carrboro	NC	4.0	32	Breakfast & Brunch
Le Petit Bistro	Cambridge	MA	3.0	2	Restaurants
Mansions on Fifth	Pittsburgh	PA	5.0	4	Hotels & Travel
American Red Cross	Los Angeles	CA	2.5	2	NA
One Cup Two Cupcakes	New York	NY	3.5	16	Food
Jamba Juice	Pasadena	CA	3.0	36	Food
University of Michigan Health System - Emergency Department	Ann Arbor	MI	4.5	4	Hospitals
Charles Hotel	Cambridge	MA	4.5	70	Hotels & Travel
The Duke of Wellington	Waterloo	ON	3.5	9	Nightlife
Caribbean Mist	West Lafayette	IN	5.0	2	Hair Salons
StellaLucy Gluten Free Market	Claremont	CA	4.5	14	Specialty Food
Taste Our Goods	Ann Arbor	MI	4.0	9	Food
Salon Pure	Princeton	NJ	3.5	4	Hair Salons
Joann Blessing-Moore, MD	Palo Alto	CA	3.5	10	Allergists
Simplified Computers	Champaign	IL	5.0	3	Local Services
Middlesex Lounge	Cambridge	MA	3.5	333	Bars
Panera Bread #1366	Ann Arbor	MI	2.0	10	NA
Illini Eye Care	Champaign	IL	5.0	6	Optometrists
Jiffy Lube	Latham	NY	2.5	2	Auto Repair
McCamish Pavilion	Atlanta	GA	5.0	2	Stadiums & Arenas
Providence Ghost Tour	Providence	RI	3.5	7	Hotels & Travel
Koreana	Riverdale	MD	2.0	3	Korean
